customer_id,customer_name,address,phone_number,state,country
658,Susan Ramos,736 Brittany Glen Apt. 405,231.794.2582,Paris,Europe
659,Kurt Smith,228 Seth Rest Suite 811,+1-818-904-6202x429,West Region,Singapore
660,Karen Lewis,7335 Davis Unions Apt. 058,+1-504-404-7058x17613,Yekaterinburg,Russia
661,Mrs. Theresa Logan,06533 Cox Dam Apt. 094,9123971202,Mumbai,India
662,Lindsey Jackson,4812 Parks Summit Apt. 033,416.741.2399,West Region,Singapore
663,Molly Hunter,3295 Kayla Loaf Suite 921,318.931.7076,Madrid,Europe
664,Timothy Zhang,1268 Bowers Street,944-304-6284x476,Mumbai,India
665,Sharon Daniels,031 Sheri Centers,(767)959-8933x1341,Perth,Australia
666,Matthew Armstrong,61594 Angela Crest Suite 640,414-710-7962x24020,Central Region,Singapore
667,Donna Cain,961 Heather Summit,(625)492-1470,Melbourne,Australia
668,Taylor Thomas,481 Sandra Mountains Suite 879,670-584-9670,Melbourne,Australia
669,Ryan Martin,2641 Danielle Key,253-482-0145x159,Rome,Europe
670,Henry Ortiz,20291 Shawn Locks,(289)828-8399x20191,Sydney,Australia
671,Patrick Hunter,093 Harrington Well,+1-857-388-4281x870,Yekaterinburg,Russia
672,Debbie Garcia,33214 Shane Pines Apt. 069,(373)288-4962x306,Bangalore,India
673,Maria Smith,4801 Adrian Ports Suite 273,+1-821-445-8655x23421,London,Europe
674,Tyler Duncan,71637 Christine Gardens,(682)216-9743x4147,Delhi,India
675,Brandi Romero,029 Riley Garden Apt. 299,+1-785-967-3315x73477,Yekaterinburg,Russia
676,Charles Stone,40458 Parsons Harbors,+1-912-696-7997x59683,Moscow,Russia
677,Zachary Obrien,798 Nguyen Cliffs,468-570-7247,Chennai,India
678,Eileen Drake,566 Walker Isle,001-924-788-5494,Doha,Middle East
679,George Baxter,4941 Jennifer Canyon Apt. 914,414.921.6846x896,Kolkata,India
680,Megan Rodriguez,0792 Perez Extension Suite 834,890-452-3865x520,Sydney,Australia
681,Joshua Murphy,250 Richard Streets Apt. 365,+1-270-903-8217,Chennai,India
682,Lisa Casey,21406 Lori Isle Apt. 162,001-476-934-6462,Bangalore,India
683,Anthony Adams,605 Christopher Ridge Suite 519,(383)568-9576x325,Melbourne,Australia
684,Mrs. Emily Espinoza MD,2390 Boyd Dam,578.374.2986,West Region,Singapore
685,Jason Good,0449 Walker Green Suite 961,4337258568,North Region,Singapore
686,Brittany Brown,33086 Phillips Fields,+1-497-892-4052x406,Madrid,Europe
687,Ryan Collins,3294 Joshua Plains,2259760661,Novosibirsk,Russia
688,Elizabeth Parks,9343 Martinez Mount Suite 079,796-732-5811,Brisbane,Australia
689,Christine Fitzgerald,269 Pierce Harbors,+1-383-762-3929x81445,Adelaide,Australia
690,Ann Hernandez,03659 Sims Mews,001-934-641-0505x784,Adelaide,Australia
691,Alan Wright,30944 Ramirez Mountain,(855)842-7325x44821,North-East Region,Singapore
692,Austin Mccoy,442 Michael Cliffs Suite 578,001-273-717-7131x021,Rome,Europe
693,Samantha Petersen DDS,24615 Glenda Parkways Suite 735,(658)534-8495,Doha,Middle East
694,Regina Frost,919 Sean Turnpike,676.477.6567x10925,Dubai,Middle East
695,Emily Hodges,7390 Nicholas Trail Apt. 570,(234)270-0427x461,Madrid,Europe
696,Todd Park,989 Day Brooks,001-240-382-5980x614,Abu Dhabi,Middle East
697,Samantha Wallace,481 Shannon Views Suite 469,+1-693-376-7733x086,North Region,Singapore
698,Angel Perez,477 Stevens Drive Suite 129,(501)472-1545,Riyadh,Middle East
699,Tammy Myers,3239 Amy Springs Apt. 091,3725937117,Doha,Middle East
700,Daniel Hanson MD,259 Gutierrez Prairie,(272)976-1286x816,Rome,Europe
